Temps\Iter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,Moyenne Temps,,,Variance Temps
Svm Avec Z,61.7758186397985,61.5239294710328,62.9093198992443,62.0906801007557,63.3501259445844,59.9496221662469,60.5793450881612,61.7758186397985,62.4685138539043,61.0201511335012,61.7128463476071,60.7052896725441,60.3274559193955,60.831234256927,61.5239294710328,59.823677581864,60.7052896725441,62.7833753148615,62.9093198992443,60.8942065491184,61.9017632241814,58.816120906801,61.272040302267,61.272040302267,60.6423173803526,61.6498740554156,61.5239294710328,62.8463476070529,60.9571788413098,62.3425692695214,59.6347607052897,62.5314861460957,62.6574307304786,62.6574307304786,62.3425692695214,61.8387909319899,61.6498740554156,63.0352644836272,62.0906801007557,62.3425692695214,61.9017632241814,61.3979848866499,61.9647355163728,59.3828715365239,61.7758186397985,60.5793450881612,60.4534005037783,60.6423173803526,61.4609571788413,60.3904282115869,,Svm Avec Z,61.4722921914358,,Svm Avec Z,1.05348051319456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reussite\Iter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,,,,
NaiveBayes Sans Z,0.672544080604534,0.670025188916877,0.653022670025189,0.660579345088161,0.671284634760705,0.636020151133501,0.649874055415617,0.656171284634761,0.666876574307305,0.652392947103275,0.643576826196474,0.65176322418136,0.659319899244333,0.661209068010076,0.642947103274559,0.652392947103275,0.644836272040302,0.658690176322418,0.670654911838791,0.65176322418136,0.658690176322418,0.647984886649874,0.657430730478589,0.653022670025189,0.637909319899244,0.653022670025189,0.648614609571788,0.667506297229219,0.652392947103275,0.665617128463476,0.640428211586902,0.68639798488665,0.653652392947103,0.665617128463476,0.663098236775819,0.665617128463476,0.661209068010076,0.663098236775819,0.652392947103275,0.660579345088161,0.671284634760705,0.654911838790932,0.663098236775819,0.636020151133501,0.668136020151133,0.652392947103275,0.642947103274559,0.654911838790932,0.657430730478589,0.656171284634761,,,,,,
NaiveBayes Avec Z,0.617758186397985,0.615239294710327,0.629093198992443,0.620906801007557,0.633501259445844,0.599496221662468,0.605793450881612,0.617758186397985,0.624685138539043,0.610201511335012,0.617128463476071,0.607052896725441,0.603274559193955,0.608312342569269,0.615239294710327,0.59823677581864,0.607052896725441,0.627833753148615,0.629093198992443,0.608942065491184,0.619017632241814,0.58816120906801,0.61272040302267,0.61272040302267,0.606423173803526,0.616498740554156,0.615239294710327,0.628463476070529,0.609571788413098,0.623425692695214,0.596347607052897,0.625314861460957,0.626574307304786,0.626574307304786,0.623425692695214,0.618387909319899,0.616498740554156,0.630352644836272,0.620906801007557,0.623425692695214,0.619017632241814,0.613979848866499,0.619647355163728,0.593828715365239,0.617758186397985,0.605793450881612,0.604534005037783,0.606423173803526,0.614609571788413,0.603904282115869,,,,,,
Neural Sans Z,58.2493702770781,58.8790931989924,58.2493702770781,58.816120906801,58.1863979848867,55.7304785894207,59.1309823677582,59.1939546599496,59.7607052896725,57.3047858942065,57.5566750629723,59.8866498740554,60.7682619647355,59.4458438287154,56.1712846347607,56.1712846347607,58.3123425692695,58.7531486146096,59.5717884130982,56.9269521410579,58.1234256926952,56.9899244332494,58.9420654911839,59.4458438287154,57.6196473551637,57.1158690176322,57.808564231738,59.3198992443325,58.3123425692695,58.375314861461,56.6750629722922,60.1385390428212,55.8564231738035,59.823677581864,57.9345088161209,58.375314861461,59.5717884130982,59.7607052896725,57.8715365239295,57.8715365239295,58.6272040302267,59.5717884130982,57.4937027707809,61.2090680100756,58.9420654911839,58.4382871536524,57.2418136020151,58.9420654911839,57.4937027707809,58.7531486146096,,,,,,
Neural Avec Z,61.7758186397985,61.5239294710328,62.9093198992443,62.0906801007557,63.3501259445844,59.9496221662469,60.5793450881612,61.7758186397985,62.4685138539043,61.0201511335013,61.7128463476071,60.7052896725441,60.3274559193955,60.831234256927,61.5239294710328,59.823677581864,60.7052896725441,62.7833753148615,62.9093198992443,60.8942065491184,61.9017632241814,58.816120906801,61.272040302267,61.272040302267,60.6423173803526,61.6498740554156,61.5239294710328,62.8463476070529,60.9571788413098,62.3425692695214,59.6347607052897,62.5314861460957,62.6574307304786,62.6574307304786,62.3425692695214,61.8387909319899,61.6498740554156,63.0352644836272,62.0906801007557,62.3425692695214,61.9017632241814,61.3979848866499,61.9647355163728,59.3828715365239,61.7758186397985,60.5793450881612,60.4534005037783,60.6423173803526,61.4609571788413,60.3904282115869,,,,,,
Svm Sans Z,0.617758186397985,0.615239294710327,0.629093198992443,0.620906801007557,0.633501259445844,0.599496221662468,0.605793450881612,0.617758186397985,0.624685138539043,0.610201511335012,0.617128463476071,0.607052896725441,0.603274559193955,0.608312342569269,0.615239294710327,0.59823677581864,0.607052896725441,0.627833753148615,0.629093198992443,0.608942065491184,0.619017632241814,0.58816120906801,0.61272040302267,0.61272040302267,0.606423173803526,0.616498740554156,0.615239294710327,0.628463476070529,0.609571788413098,0.623425692695214,0.596347607052897,0.625314861460957,0.626574307304786,0.626574307304786,0.623425692695214,0.618387909319899,0.616498740554156,0.630352644836272,0.620906801007557,0.623425692695214,0.619017632241814,0.613979848866499,0.619647355163728,0.593828715365239,0.617758186397985,0.605793450881612,0.604534005037783,0.606423173803526,0.614609571788413,0.603904282115869,,,,,,
Svm Avec Z,0.617758186397985,0.615239294710327,0.629093198992443,0.620906801007557,0.633501259445844,0.599496221662468,0.605793450881612,0.617758186397985,0.624685138539043,0.610201511335012,0.617128463476071,0.607052896725441,0.603274559193955,0.608312342569269,0.615239294710327,0.59823677581864,0.607052896725441,0.627833753148615,0.629093198992443,0.608942065491184,0.619017632241814,0.58816120906801,0.61272040302267,0.61272040302267,0.606423173803526,0.616498740554156,0.615239294710327,0.628463476070529,0.609571788413098,0.623425692695214,0.596347607052897,0.625314861460957,0.626574307304786,0.626574307304786,0.623425692695214,0.618387909319899,0.616498740554156,0.630352644836272,0.620906801007557,0.623425692695214,0.619017632241814,0.613979848866499,0.619647355163728,0.593828715365239,0.617758186397985,0.605793450881612,0.604534005037783,0.606423173803526,0.614609571788413,0.603904282115869,,,,,,
